PC1	PC2	PC3	Population	Sample
-0.00989069	0.00816363	-0.0320166	GIH	NA21089
-0.00982117	0.00784095	-0.0335884	GIH	NA21090
-0.0102328	0.00865719	-0.0335309	GIH	NA21091
-0.0105053	0.00928224	-0.0285486	GIH	NA21092
-0.0102522	0.00824048	-0.0344612	GIH	NA21093
-0.0100792	0.00806911	-0.0330773	GIH	NA21094
-0.010454	0.00844145	-0.0320568	GIH	NA21095
-0.0102178	0.00937602	-0.0285808	GIH	NA21097
-0.0100391	0.00812296	-0.0326977	GIH	NA21098
-0.0100826	0.00977053	-0.0312928	GIH	NA21099
-0.0103757	0.00819723	-0.0335768	GIH	NA21100
-0.0101297	0.00845086	-0.0305434	GIH	NA21101
-0.0100422	0.00844411	-0.0331647	GIH	NA21102
-0.0100773	0.00798612	-0.0329909	GIH	NA21103
-0.0102071	0.00838571	-0.0326668	GIH	NA21104
-0.0103238	0.0086258	-0.030928	GIH	NA21105
-0.00990772	0.00821753	-0.0331375	GIH	NA21106
-0.00979774	0.00947521	-0.0317054	GIH	NA21107
-0.00987606	0.0130053	-0.0234205	GIH	NA21108
-0.00968274	0.0085819	-0.0323565	GIH	NA21109
-0.0101252	0.00850878	-0.033155	GIH	NA21110
-0.0098302	0.00852997	-0.0308355	GIH	NA21111
-0.0102747	0.00863029	-0.0317695	GIH	NA21112
-0.0099555	0.00832438	-0.0333793	GIH	NA21113
-0.0101327	0.00902106	-0.0307562	GIH	NA21114
-0.00988846	0.0091728	-0.0325899	GIH	NA21115
-0.0104764	0.00854672	-0.0281987	GIH	NA21116
-0.010083	0.00873935	-0.031387	GIH	NA21117
-0.0102898	0.00838231	-0.033439	GIH	NA21118
-0.0100625	0.00818929	-0.0335741	GIH	NA21119
-0.0102952	0.00939716	-0.0283066	GIH	NA21120
-0.0104053	0.00868053	-0.0322819	GIH	NA21122
-0.00998216	0.00883498	-0.0329485	GIH	NA21123
-0.0102188	0.00866116	-0.032209	GIH	NA21124
-0.0102915	0.00850862	-0.0319856	GIH	NA21125
-0.010236	0.00849941	-0.0318147	GIH	NA21126
-0.0101179	0.00809642	-0.0322799	GIH	NA21127
-0.010506	0.00840564	-0.0327996	GIH	NA21128
-0.0102843	0.00795569	-0.0333078	GIH	NA21129
-0.0102066	0.00897474	-0.0319645	GIH	NA21130
-0.00999401	0.00879255	-0.0310486	GIH	NA21133
-0.00994872	0.00843132	-0.0321608	GIH	NA21135
-0.00989303	0.00908002	-0.0323142	GIH	NA21137
-0.0099766	0.00812105	-0.0325301	GIH	NA21141
-0.0103126	0.00848112	-0.0327045	GIH	NA21142
-0.0101763	0.00784994	-0.0328841	GIH	NA21143
-0.0101771	0.00825127	-0.0329072	GIH	NA21144
